drug 	 gene
DB00867	ATP2A2
DB00867	KCNMA1
DB00867	KCNMB1
DB00867	KCNMB2
DB00867	KCNMB3
DB00867	KCNMB4
DB00867	KCNN4
DB00867	KCNN1
DB00867	KCNN2
DB00867	KCNN3
DB00867	MYLK
DB00867	SULT1C4
DB00868	SCN5A
DB00869	CA2
DB00869	CA4
DB00869	CA1
DB00869	CA3
DB00870	PTGS1
DB00870	PTGS2
DB00871	ADRB2
DB00871	ADRB3
DB00871	ADRB1
DB00872	AVPR1A
DB00872	AVPR2
DB14596	NR3C1
DB00875	DRD2
DB00875	DRD1
DB00875	HTR2A
DB00875	ADRA1A
DB00875	DRD3
DB00875	DRD4
DB00875	HTR2C
DB00875	CHRM1
DB00876	AGTR1
DB00877	MTOR
DB00879	pol
DB00880	SLC12A3
DB00880	CA1
DB00880	CA2
DB00881	ACE
DB00882	ESR1
DB00882	SHBG
DB00883	NPR1
DB00884	FDPS
DB00886	MME
DB00886	ACE
DB00887	SLC12A1
DB00887	SLC12A2
DB00887	SLC12A4
DB00887	SLC12A5
DB00887	CFTR
DB00889	HTR3A
DB00890	ESR1
DB00890	SHBG
DB00891	sulI
DB00892	SCN10A
DB00893	HBB
DB00893	HBA1
DB00893	FTH1
DB00893	FTL
DB00894	CYP19A1
DB00895	FCER1G
DB00895	FCER1A
DB00896	NR3C1
DB00897	GABRA1
DB00897	GABRA2
DB00897	GABRA3
DB00897	GABRA4
DB00897	GABRA5
DB00897	GABRA6
DB00897	GABRB1
DB00897	GABRB2
DB00897	GABRB3
DB00897	GABRD
DB00897	GABRE
DB00897	GABRG1
DB00897	GABRG2
DB00897	GABRG3
DB00897	GABRP
DB00897	GABRQ
DB00897	GABRA1
DB00897	GABRA2
DB00897	GABRA3
DB00897	GABRA5
DB00897	GABRG1
DB00897	GABRG2
DB00897	GABRG3
DB00898	GABRA1
DB00898	GRIN3A
DB00898	GLRA1
DB00898	GLRA2
DB00898	CACNB1
DB00898	HTR3A
DB00898	GABRA2
DB00898	CHRNA10
DB00898	CACNA1C
DB00898	GABRA5
DB00898	GABRA4
DB00898	GABRA3
DB00898	GRIA1
DB00898	CACNG1
DB00898	CHRNA2
DB00898	GABRA6
DB00898	GRIA2
DB00898	GRIA4
DB00898	GRIA3
DB00898	CHRNA4
DB00898	CHRNB2
DB00898	KCNJ3
DB00898	KCNJ6
DB00898	VCAM1
DB00898	SLC29A1
DB00898	KCNJ5
DB00898	CHRNA7
DB00898	CHRNA9
DB00898	GABRB1
DB00898	GABRB3
DB00898	GABRB2
DB00898	CACNA1S
DB00898	CACNA1D
DB00898	CHRNB4
DB00898	CHRNA3
DB00898	CHRNA5
DB00898	CHRNA6
DB00898	CHRNB3
DB00898	GABRG1
DB00898	GABRG3
DB00898	GABRE
DB00898	GABRP
DB00898	GABRQ
DB00898	GABRD
DB00898	SLC29A2
DB00898	HTR3E
DB00898	HTR3B
DB00898	HTR3D
DB00898	HTR3C
DB00898	CACNG2
DB00898	KCNJ9
DB00898	L1CAM
DB00898	ACHE
DB00898	ADH7
DB00899	OPRM1
DB00899	OPRD1
DB00899	OPRK1
DB00900	pol
DB00900	PNP
DB00901	ADRB2
DB00902	HRH1
DB00903	SLC12A1
DB00903	ATP1A1
DB00903	LEF1
DB00903	GSTP1
DB00904	HTR3A
DB00904	HTR4
DB00904	OPRM1
DB00904	HTR1A
DB00904	HTR1B
DB00905	PTGFR
DB00905	PTGER1
DB00905	PTGER3
DB00906	SLC6A1
DB00907	SLC6A3
DB00907	SLC6A2
DB00907	SCN1A
DB00907	SCN10A
DB00907	SCN11A
DB00907	SCN2A
DB00907	SCN3A
DB00907	SCN4A
DB00907	SCN5A
DB00907	SCN7A
DB00907	SCN8A
DB00907	SCN9A
DB00907	SCN1B
DB00907	SCN2B
DB00907	SCN3B
DB00907	SCN4B
DB00907	SLC6A4
DB00907	CHRM1
DB00907	CHRM2
DB00907	SIGMAR1
DB00907	CES1
DB00908	SCN5A
DB00908	KCNK1
DB00908	KCNK6
DB00908	KCNH2
DB00908	ADRA1A
DB00908	ADRA1B
DB00908	ADRA1D
DB00909	SCN1A
DB00909	SCN2A
DB00909	SCN3A
DB00909	SCN4A
DB00909	SCN5A
DB00909	SCN9A
DB00909	SCN11A
DB00909	SCN1B
DB00909	SCN2B
DB00909	SCN3B
DB00909	SCN4B
DB00909	CACNA1G
DB00909	CACNA1H
DB00909	CACNA1I
DB00909	CA1
DB00909	CA2
DB00909	CA3
DB00909	CA4
DB00909	CA5A
DB00909	CA5B
DB00909	CA6
DB00909	CA7
DB00909	CA8
DB00909	CA9
DB00909	CA10
DB00909	CA11
DB00909	CA12
DB00909	CA13
DB00909	CA14
DB00909	MAOB
DB00909	MAOA
DB00909	GABRA1
DB00909	GABRA2
DB00909	GABRA3
DB00909	GABRA5
DB00909	GABRG1
DB00909	GABRG2
DB00909	GABRG3
DB00910	VDR
DB00912	ABCC8
DB00912	PPARG
DB00912	HRH1
DB00913	OPRM1
DB00914	PRKAA1
DB00914	KCNJ8
DB00915	M
DB00915	GRIN3A
DB00915	DRD2
DB00915	CHRNA7
DB00915	CHRNA4
DB00915	CHRNA3
DB00916	rdxA
DB00917	PTGER2
DB00917	PTGER1
DB00917	PTGER3
DB00917	PTGER4
DB00917	PTGDR2
DB00918	HTR1D
DB00918	HTR1B
DB00919	rpsL
DB00920	HRH1
DB00920	PGD
DB00921	OPRK1
DB00921	OPRM1
DB00921	OPRD1
DB00921	OPRL1
DB00922	TNNC1
DB00922	KCNJ11
DB00922	KCNJ8
DB00922	PDE3A
DB00923	pbpA
DB00924	HTR2A
DB00924	HTR2B
DB00924	HTR2C
DB00924	HTR6
DB00924	SLC6A4
DB00924	SLC6A2
DB00924	HTR7
DB00924	TLR4
DB00924	AOX1
DB00925	ADRA1A
DB00925	ADRA2A
DB00925	ADRA2C
DB00925	ADRA2B
DB00925	CALM1
DB00925	ADRB2
DB00925	ADRA1B
DB00925	ADRA1D
DB00926	RARA
DB00926	RXRA
DB00926	RARB
DB00926	RXRG
DB00926	RXRB
DB00926	RARG
DB00927	HRH2
DB00928	DNMT1
DB00929	PTGER3
DB00929	PTGER2
DB00929	PTGER1
DB00929	PTGER4
DB00932	pol
DB00933	DRD2
DB00933	HTR2A
DB00934	SLC6A2
DB00934	HRH1
DB00934	CHRM1
DB00934	CHRM2
DB00934	CHRM3
DB00934	CHRM4
DB00934	CHRM5
DB00934	ADRA1A
DB00934	ADRA1B
DB00934	ADRA1D
DB00934	HTR2A
DB00934	HTR2C
DB00934	HTR7
DB00934	DRD2
DB00934	ADRA2A
DB00934	ADRA2B
DB00934	ADRA2C
DB00935	ADRA1A
DB00935	ADRA2A
DB00935	ADRA2B
DB00935	ADRA2C
DB00935	ADRA1B
DB00935	ADRA1D
DB00935	HTR1A
DB00935	HTR1B
DB00935	HTR1D
DB00935	Htr2c
DB00936	PTGS1
DB00936	PTGS2
DB00936	AKR1C1
DB00937	SLC6A2
DB00937	SLC6A3
DB00938	ADRB2
DB00938	ADRB1
DB00938	ADRB3
DB00939	PTGS1
DB00939	PTGS2
DB00939	ALOX5
DB00939	KCNQ2
DB00939	KCNQ3
DB00940	HRH2
DB00940	CHRM2
DB00940	CHRM3
DB00940	CHRM4
DB00940	CHRM5
DB00940	CHRM1
DB00941	BCHE
DB00942	CHRM1
DB00943	pol
DB00944	ACHE
DB00944	BCHE
DB00945	PTGS1
DB00945	PTGS2
DB00945	AKR1C1
DB00945	PRKAA1
DB00945	PRKAA2
DB00945	PRKAB1
DB00945	PRKAB2
DB00945	PRKAG1
DB00945	PRKAG2
DB00945	PRKAG3
DB00945	EDNRA
DB00945	TP53
DB00945	HSPA5
DB00945	RPS6KA3
DB00945	NFKBIA
DB00945	TNFAIP6
DB00945	CASP1
DB00945	CASP3
DB00945	IKBKB
DB00945	MAPK1
DB00945	MAPK15
DB00945	MAPK3
DB00945	MAPK4
DB00945	MAPK6
DB00945	MAPK7
DB00945	CCND1
DB00945	MYC
DB00945	PCNA
DB00945	NEU1
DB00946	VKORC1
DB00947	ESR1
DB00948	pbpA
DB00948	pbp3
DB00948	mrdA
DB00949	GRIN2B
DB00949	GRIN2A
DB00950	HRH1
DB00951	katG
DB00951	inhA
DB00951	CYP2C8
DB00951	CYP1A2
DB00951	CYP3A4
DB00951	CYP2C19
DB00951	folA
DB00952	HTR1A
DB00952	HTR1D
DB00952	HTR1B
DB00952	HTR1F
DB00953	HTR1D
DB00953	HTR1B
DB00953	HTR1F
DB00955	rpsL
DB00956	OPRM1
DB00956	OPRD1
DB00956	SIGMAR1
DB00957	PGR
DB00957	ESR1
DB00957	AR
DB00959	NR3C1
DB00959	ANXA1
DB00960	ADRB1
DB00960	ADRB2
DB00960	ADRB3
DB00960	HTR1A
DB00960	HTR1B
DB00961	SCN10A
DB00962	GABRA1
DB00963	PTGS2
DB00963	PTGS1
DB00964	ADRA1A
DB00964	ADRA2A
DB00964	ADRA2B
DB00966	PPARG
DB00966	AGTR1
DB00967	HRH1
DB00968	DDC
DB00968	ADRA2A
DB00969	HTR3A
DB00970	TOP2A
DB00970	TOP2B
DB00970	TOP1
DB00972	HRH1
DB00972	HRH2
DB00972	PLA2G1B
DB00972	LTC4S
DB00973	NPC1L1
DB00973	SOAT1
DB00973	ANPEP
DB00975	PDE10A
DB00975	PDE5A
DB00975	PDE4A
DB00975	ADA
DB00975	RCAN1
DB00975	ORM1
DB00977	ESR1
DB00977	NR1I2
DB00978	gyrA
DB00978	parC
DB00978	TOP2A
DB00979	CHRM1
DB00980	MTNR1B
DB00980	MTNR1A
DB00981	ACHE
DB00981	CHRNA4
DB00981	CHRNB2
DB00982	RARG
DB00982	RARA
DB00983	ADRB2
DB00983	ADRB1
DB00983	ADRB3
DB00984	AR
DB00985	HRH1
DB00986	CHRM1
DB00986	CHRM3
DB00986	CHRM2
DB00986	CHRM4
DB00986	CHRM5
DB00987	POLB
DB00988	DRD2
DB00988	DRD1
DB00988	DRD5
DB00988	DRD3
DB00988	DRD4
DB00988	SLC6A3
DB00988	DBH
DB00988	HTR1A
DB00988	HTR7
DB00988	DRD1
DB00988	DRD5
DB00988	SLC6A2
DB00988	SLC6A4
DB00988	HTR3A
DB00988	HTR3B
DB00988	SOD1
DB00988	SLC18A2
DB00989	ACHE
DB00989	BCHE
DB00990	CYP19A1
DB00991	PTGS1
DB00991	PTGS2
DB00993	RAC1
DB00994	rpsL
DB00994	CASR
DB00995	PRDX5
DB00995	IKBKB
DB00996	CACNA2D1
DB00996	CACNA2D2
DB00996	CACNA1B
DB00996	CACNA1B
DB00996	ADORA1
DB00996	KCNQ3
DB00996	KCNQ5
DB00997	TOP2A
DB00997	NOLC1
DB00997	TOP1
DB00997	TOP2B
DB00998	HTR1D
DB00998	HTR1B
DB00999	SLC12A3
DB00999	KCNMA1
DB01000	pbpA
DB01000	pbp3
DB01000	mecA
DB01000	dacA
DB01000	dacB
DB01000	dacC
DB01000	mrcA
DB01000	mrcB
DB01000	mrdA
DB01000	ftsI
DB01001	ADRB2
DB01001	ADRB1
DB01001	ADRB3
DB01002	SCN10A
DB01003	S100P
DB01004	TK
DB01005	RRM1
DB01006	CYP19A1
DB01007	ERG11
DB01007	CYP51A1
DB01009	PTGS2
DB01009	PTGS1
DB01009	CXCR1
DB01010	BCHE
DB01010	ACHE
DB01011	CYP11B1
DB01011	camC
DB01012	CASR
DB01013	NR3C1
DB01013	ANXA1
DB01013	NR3C2
DB01014	PPARG
DB01014	PTGS2
DB01014	PTGS1
DB01014	ALOX5
DB01015	folP
DB01016	ABCC8
DB01016	KCNJ11
DB01016	ABCC9
DB01016	ABCB11
DB01016	ABCA1
DB01016	KCNJ11
DB01016	KCNJ8
DB01016	CPT1A
DB01016	CFTR
DB01016	TRPM4
DB01017	rpsI
DB01017	rpsD
DB01017	IL1B
DB01017	ALOX5
DB01017	MMP9
DB01017	VEGFA
DB01017	CASP1
DB01017	CASP3
DB01017	CYCS
DB01017	MAPK1
DB01017	MAPK10
DB01017	MAPK11
DB01017	MAPK12
DB01017	MAPK13
DB01017	MAPK14
DB01017	MAPK15
DB01017	MAPK3
DB01017	MAPK4
DB01017	MAPK6
DB01017	MAPK7
DB01017	MAPK8
DB01017	MAPK9
DB01017	NOS2
DB01018	ADRA2A
DB01018	ADRA2B
DB01019	CHRM3
DB01019	CHRM1
DB01019	CHRM2
DB01019	CHRM4
DB01019	CHRM5
DB01020	GUCY1A2
DB01021	SLC12A3
DB01021	ATP1A1
DB01021	CA1
DB01021	CA2
DB01021	CA4
DB01022	GGCX
DB01022	BGLAP
DB01023	CACNA1C
DB01023	CACNA2D1
DB01023	CACNB2
DB01023	CACNA1D
DB01023	CACNA1S
DB01023	CACNA1H
DB01023	CACNA2D2
DB01023	CALM1
DB01023	PDE1B
DB01023	PDE1A
DB01023	NR3C2
DB01023	TNNC2
DB01023	TNNC1
DB01024	IMPDH2
DB01024	IMPDH1
DB01025	S100A12
DB01025	S100A13
DB01025	IL3
DB01025	FGF1
DB01026	ERG11
DB01026	CYP17A1
DB01026	AR
DB01026	CYP21A2
DB01026	KCNH2
DB01026	NR1I2
DB01026	NR1I3
DB01028	GABRA1
DB01028	GRIA1
DB01028	GLRA1
DB01028	KCNA1
DB01028	GABRA1
DB01028	GABRA2
DB01028	GABRA3
DB01028	GABRA4
DB01028	GABRA5
DB01028	GABRA6
DB01028	GABRB1
DB01028	GABRB2
DB01028	GABRB3
DB01028	GABRD
DB01028	GABRE
DB01028	GABRG1
DB01028	GABRG2
DB01028	GABRG3
DB01028	GABRP
DB01028	GABRQ
DB01028	ATP2C1
DB01028	MT-ND1
DB01029	AGTR1
DB01029	JUN
DB01030	TOP1
DB01030	TOP1MT
DB01031	CA2
DB01031	CA1
DB01032	SLC22A6
DB01032	SLC22A11
DB01032	SLC22A8
DB01032	PANX1
DB01032	TAS2R16
DB01033	HPRT1
DB01033	PPAT
DB01033	IMPDH1
DB01033	IMPDH2
DB01034	fabB
DB01034	fabF
DB01034	fabH
DB01034	FASN
DB01035	KCNH2
DB01035	SCN5A
DB01035	DNMT1
DB01036	CHRM3
DB01036	CHRM2
DB01036	CHRM5
DB01036	CHRM1
DB01036	CHRM4
DB01037	MAOB
DB01037	MAOA
DB01038	DRD2
DB01038	DRD1
DB01038	DRD5
DB01039	PPARA
DB01039	NR1I2
DB01039	MMP25
DB01041	CRBN
DB01041	ORM1
DB01041	ORM2
DB01043	GRIN1
DB01043	GRIN2A
DB01043	GRIN2B
DB01043	GRIN2C
DB01043	GRIN2D
DB01043	GRIN3A
DB01043	GRIN3B
DB01043	HTR3A
DB01043	CHRNA7
DB01043	DRD2
DB01043	GRIN1
DB01043	GABRA1
DB01043	GABRA2
DB01043	GABRA3
DB01043	GABRA4
DB01043	GABRA5
DB01043	GABRA6
DB01043	GABRB1
DB01043	GABRB2
DB01043	GABRB3
DB01043	GABRD
DB01043	GABRE
DB01043	GABRG1
DB01043	GABRG2
DB01043	GABRG3
DB01043	GABRP
DB01043	GABRQ
DB01043	GLRA1
DB01043	GLRA2
DB01043	GLRA3
DB01043	GLRA4
DB01043	GLRB
DB01044	gyrA
DB01044	gyrB
DB01044	parC
DB01044	parE
DB01045	rpoB
DB01045	NR1I2
DB01046	CLCN2
DB01047	NR3C1
DB01047	SMO
DB01048	pol
DB01048	HLA-B
DB01049	DRD1
DB01049	DRD5
DB01049	DRD2
DB01049	DRD3
DB01049	DRD4
DB01049	ADRA1A
DB01049	ADRA1B
DB01049	ADRA1D
DB01049	ADRA2A
DB01049	ADRA2B
DB01049	ADRA2C
DB01049	ADRB1
DB01049	ADRB2
DB01049	ADRB3
DB01049	HTR1A
DB01049	HTR1B
DB01049	HTR1D
DB01049	HTR1E
DB01049	HTR1F
DB01049	HTR2A
DB01049	HTR2B
DB01049	HTR2C
DB01049	HTR3A
DB01049	HTR3B
DB01049	HTR3C
DB01049	HTR3D
DB01049	HTR3E
DB01049	HTR4
DB01049	HTR6
DB01049	HTR7
DB01050	PTGS2
DB01050	PTGS1
DB01050	BCL2
DB01050	THBD
DB01050	FABP2
DB01050	PPARG
DB01050	CFTR
DB01050	PPARA
DB01050	GP1BA
DB01050	S100A7
DB01051	gyrB
DB01051	topA
DB01053	pbp3
DB01053	SLC22A8
DB01053	SLC15A1
DB01053	SLC15A2
DB01054	CACNA1C
DB01054	CACNA2D1
DB01054	CACNB2
DB01054	CACNA1D
DB01054	CACNA1S
DB01054	CACNA2D2
DB01054	CACNA1H
DB01054	CACNA1C
DB01054	CACNA1D
DB01054	CACNA1F
DB01054	CACNA1S
DB01054	CACNB1
DB01054	CACNB2
DB01054	CACNB3
DB01054	CACNB4
DB01054	CACNA1A
DB01054	KCNMA1
DB01054	KCNMB1
DB01054	KCNMB2
DB01054	KCNMB3
DB01054	KCNMB4
DB01054	KCNN4
DB01054	KCNN1
DB01054	KCNN2
DB01054	KCNN3
DB01055	SHMT1
DB01055	CCL2
DB01055	TYR
DB01056	SCN5A
DB01057	BCHE
DB01059	gyrA
DB01059	parC
DB01059	TOP2A
DB01059	gyrA
DB01059	TOP2A
DB01059	TOP2B
DB01059	parC
DB01060	PBP1
DB01061	pbpA
DB01062	CHRM3
DB01062	CHRM2
DB01062	CHRM1
DB01063	DRD2
DB01063	AR
DB01064	ADRB1
DB01064	ADRB2
DB01064	ADRB3
DB01064	SOD1
DB01065	MTNR1A
DB01065	MTNR1B
DB01065	ESR1
DB01065	RORB
DB01065	CALM1
DB01065	MPO
DB01065	EPX
DB01065	CALR
DB01065	ASMT
DB01065	NQO2
DB01066	penA
DB01066	pbpA
DB01067	ABCC8
DB01067	PPARG
DB01068	GABRA1
DB01068	GABRA2
DB01068	GABRA3
DB01068	GABRA4
DB01068	GABRA5
DB01068	GABRA6
DB01068	GABRB1
DB01068	GABRB2
DB01068	GABRB3
DB01068	GABRD
DB01068	GABRE
DB01068	GABRG1
DB01068	GABRG2
DB01068	GABRG3
DB01068	GABRP
DB01068	GABRQ
DB01068	GABRA1
DB01068	GABRA2
DB01068	GABRA3
DB01068	GABRA5
DB01068	GABRG1
DB01068	GABRG2
DB01068	GABRG3
DB01068	NR1I2
DB01069	HRH1
DB01069	DRD2
DB01069	CHRM1
DB01069	CHRM2
DB01069	CHRM3
DB01069	CHRM4
DB01069	CHRM5
DB01069	ADRA1A
DB01069	ADRA1B
DB01069	ADRA1D
DB01069	ADRA2A
DB01069	ADRA2B
DB01069	ADRA2C
DB01069	CALM1
DB01069	HRH2
DB01069	LPAR4
DB01069	LPAR6
DB01069	P2RX1
DB01069	P2RX2
DB01069	P2RX3
DB01069	P2RX4
DB01069	P2RX5
DB01069	P2RX6
DB01069	P2RX7
DB01069	P2RY1
DB01069	P2RY11
DB01069	P2RY12
DB01069	P2RY13
DB01069	P2RY14
DB01069	P2RY2
DB01069	P2RY4
DB01069	P2RY8
DB01069	P2RY10
DB01069	SCN1A
DB01069	SCN10A
DB01069	SCN11A
DB01069	SCN2A
DB01069	SCN3A
DB01069	SCN4A
DB01069	SCN5A
DB01069	SCN7A
DB01069	SCN8A
DB01069	SCN9A
DB01069	KCNA1
DB01069	KCNA10
DB01069	KCNA2
DB01069	KCNA3
DB01069	KCNA4
DB01069	KCNA5
DB01069	KCNA6
DB01069	KCNB1
DB01069	KCNB2
DB01069	KCNC1
DB01069	KCNC2
DB01069	KCNC3
DB01069	KCNC4
DB01069	KCND1
DB01069	KCND2
DB01069	KCND3
DB01069	KCNE1
DB01069	KCNE2
DB01069	KCNE3
DB01069	KCNE4
DB01069	KCNE5
DB01069	KCNF1
DB01069	KCNG1
DB01069	KCNG2
DB01069	KCNG3
DB01069	KCNG4
DB01069	KCNH1
DB01069	KCNH2
DB01069	KCNH3
DB01069	KCNH4
DB01069	KCNH5
DB01069	KCNH6
DB01069	KCNH7
DB01069	KCNH8
DB01069	KCNQ1
DB01069	KCNQ2
DB01069	KCNQ3
DB01069	KCNQ4
DB01069	KCNQ5
DB01069	KCNS1
DB01069	KCNS3
DB01069	KCNV1
DB01069	KCNV2
DB01069	KCNAB1
DB01069	KCNAB2
DB01070	VDR
DB01071	HRH1
DB01072	pol
DB01073	DCK
DB01073	POLA1
DB01073	RRM1
DB01074	CPT1A
DB01074	CPT2
DB01074	KCNH2
DB01075	HRH1
DB01075	CHRM2
DB01076	HMGCR
DB01076	DPP4
DB01076	AHR
DB01076	HDAC2
DB01076	NR1I3
DB01077	PTPRS
DB01077	ATP6V1A
DB01077	SLC25A4
DB01077	SLC25A5
DB01077	SLC25A6
DB01078	ATP1A1
DB01079	HTR4
DB01079	HTR2C
DB01079	HTR2A
DB01079	HTR2B
DB01080	ABAT
DB01081	OPRM1
DB01081	OPRD1
DB01082	rpsL
DB01082	PADI4
DB01083	PNLIP
DB01083	LIPF
DB01083	FASN
DB01084	HRH1
DB01085	CHRM3
DB01085	CHRM1
DB01085	CHRM2
DB01085	CHRM4
DB01086	SCN10A
DB01087	KRT7
DB01087	NQO2
DB01088	PTGIR
DB01088	PTGER1
DB01088	PDE4A
DB01088	PDE4B
DB01088	PDE4C
DB01088	PDE4D
DB01088	PLAT
DB01088	PTGDR2
DB01089	SLC18A2
DB01090	CHRNA3
DB01090	CHRNB4
DB01090	CHRNA10
DB01091	SQLE
DB01092	ATP1A1
DB01092	ATP1A2
DB01092	ATP1A3
DB01093	IL5RA
DB01093	MUC16
DB01093	MYC
DB01094	MTTP
DB01094	SOAT1
DB01094	SHBG
DB01094	SOAT2
DB01095	HMGCR
DB01095	HDAC2
DB01097	DHODH
DB01097	AHR
DB01097	PTK2B
DB01098	HMGCR
DB01098	ITGAL
DB01099	DNMT1
DB01099	TMP1
DB01100	DRD2
DB01100	DRD3
DB01100	KCNH2
DB01100	CALM1
DB01101	TYMS
DB01102	ADRB1
DB01102	ADRB2
DB01102	ADRB3
DB01103	PLA2G6
DB01103	PLA2G4A
DB01103	PLCL1
DB01104	SLC6A4
DB01104	SLC6A3
DB01104	PGRMC1
DB01104	SIGMAR1
DB01104	SLC6A2
DB01104	SLC29A4
DB01105	SLC6A3
DB01105	SLC6A4
DB01105	SLC6A2
DB01106	HRH1
DB01106	NTSR2
DB01107	GABRA1
DB01107	GABRA2
DB01107	GABRA3
DB01107	GABRA4
DB01107	GABRA5
DB01107	GABRA6
DB01107	GABRB1
DB01107	GABRB2
DB01107	GABRB3
DB01107	GABRD
DB01107	GABRE
DB01107	GABRG1
DB01107	GABRG2
DB01107	GABRG3
DB01107	GABRP
DB01107	GABRQ
DB01107	GABRA1
DB01108	HSD3B1
DB01108	HSD3B2
DB01108	ESR1
DB01108	ESR2
DB01109	SERPINC1
DB01109	F10
DB01109	SELP
DB01109	FGFR4
DB01109	FGF4
DB01109	FGF19
DB01109	FGFR1
DB01109	FGF1
DB01109	FGFR2
DB01109	FGF2
DB01109	PF4
DB01109	HGF
DB01110	ERG11
DB01110	NOS3
DB01110	NOS2
DB01110	NR1I2
DB01110	KCNMA1
DB01110	KCNMB1
DB01110	KCNMB2
DB01110	KCNMB3
DB01110	KCNMB4
DB01110	KCNN4
DB01110	KCNN1
DB01110	KCNN2
DB01110	KCNN3
DB01110	KCNA1
DB01110	KCNA10
DB01110	KCNA2
DB01110	KCNA3
DB01110	KCNA4
DB01110	KCNA5
DB01110	KCNA6
DB01110	KCNB1
DB01110	KCNB2
DB01110	KCNC1
DB01110	KCNC2
DB01110	KCNC3
DB01110	KCNC4
DB01110	KCND1
DB01110	KCND2
DB01110	KCND3
DB01110	KCNE1
DB01110	KCNE2
DB01110	KCNE3
DB01110	KCNE4
DB01110	KCNE5
DB01110	KCNF1
DB01110	KCNG1
DB01110	KCNG2
DB01110	KCNG3
DB01110	KCNG4
DB01110	KCNH1
DB01110	KCNH2
DB01110	KCNH3
DB01110	KCNH4
DB01110	KCNH5
DB01110	KCNH6
DB01110	KCNH7
DB01110	KCNH8
DB01110	KCNQ1
DB01110	KCNQ2
DB01110	KCNQ3
DB01110	KCNQ4
DB01110	KCNQ5
DB01110	KCNS1
DB01110	KCNS3
DB01110	KCNV1
DB01110	KCNV2
DB01110	KCNAB1
DB01110	KCNAB2
DB01110	KCNJ12
DB01110	KCNJ14
DB01110	KCNJ2
DB01110	KCNJ4
DB01110	CACNA1C
DB01110	CACNA1D
DB01110	CACNA1F
DB01110	CACNA1S
DB01110	CACNB1
DB01110	CACNB2
DB01110	CACNB3
DB01110	CACNB4
DB01112	pbpA
DB01113	PDE4B
DB01113	PDE10A
DB01113	PDE1B
DB01113	PDE4D
DB01113	PDE3B
DB01113	PDE5A
DB01114	HRH1
DB01114	SLC6A4
DB01114	SLC6A2
DB01114	SLC6A3
DB01115	CACNA1C
DB01115	CACNA1D
DB01115	CACNB2
DB01115	NR1I2
DB01115	CALM1
DB01115	CACNA1S
DB01115	KCND3
DB01115	CACNA1G
DB01115	CACNA1H
DB01115	CACNA1I
DB01116	CHRNA10
DB01117	MT-CYB
DB01117	DHODH
DB01118	KCNH2
DB01118	KCNH6
DB01118	KCNH7
DB01118	ADRB1
DB01118	ADRB2
DB01118	ADRB3
DB01118	CACNA1I
DB01118	CACNA1C
DB01118	CACNA1D
DB01118	CACNA1F
DB01118	CACNA1S
DB01118	CACNB1
DB01118	CACNB2
DB01118	CACNB3
DB01118	CACNB4
DB01118	THRA
DB01118	THRB
DB01118	PPARG
DB01118	PPARA
DB01118	PPARGC1B
DB01119	KCNJ11
DB01119	CA1
DB01119	CA2
DB01119	ATP1A1
DB01119	KCNMA1
DB01120	ABCC8
DB01120	VEGFA
DB01121	SCN1A
DB01122	ACHE
DB01123	F2
DB01123	qacR
DB01123	lfrR
DB01124	ABCC8
DB01124	KCNJ1
DB01125	GGCX
DB01126	SRD5A1
DB01126	SRD5A2
DB01127	ERG11
DB01127	NR1I2
DB01128	AR
DB01129	ATP4A
DB01130	NR3C1
DB01131	DHFR
DB01132	PPARG
DB01132	MAOB
DB01133	PTPN12
DB01133	PTPN6
DB01133	PTPRE
DB01133	ATP6V0A1
DB01133	ATP6V0A2
DB01133	TCIRG1
DB01133	ATP6V0A4
DB01133	ATP6V0C
DB01133	ATP6V0B
DB01133	ATP6V1A
DB01133	ATP6V1B2
DB01133	ATP6V1B1
DB01133	ATP6V1C1
DB01133	ATP6V1C2
DB01133	ATP6V1D
DB01133	ATP6V0D1
DB01133	ATP6V0D2
DB01133	ATP6V0E1
DB01133	ATP6V1E1
DB01133	ATP6V1E2
DB01133	ATP6V0E2
DB01133	ATP6V1F
DB01133	ATP6V1G1
DB01133	ATP6V1G2
DB01133	ATP6V1G3
DB01133	ATP6V1H
DB01133	ATP6AP1
DB01134	NR3C2
DB01135	CHRNA2
DB01135	CHRM2
DB01136	ADRB1
DB01136	ADRA1A
DB01136	ADRA1A
DB01136	ADRA1B
DB01136	ADRA1D
DB01136	NDUFC2
DB01136	ADRB2
DB01136	VEGFA
DB01136	NPPB
DB01136	GJA1
DB01136	KCNH2
DB01136	VCAM1
DB01136	ADRA1D
DB01136	ADRA1B
DB01136	ADRA2C
DB01136	ADRA2B
DB01136	ADRA2A
DB01136	SELE
DB01136	HIF1A
DB01136	KCNJ4
DB01136	KCNJ2
DB01137	gyrA
DB01137	parC
DB01138	SLC22A12
DB01138	ABCC1
DB01138	ABCC2
DB01138	NR1I2
DB01139	pbpA
DB01140	pbp3
DB01140	pbpA
DB01140	pbp1b
DB01140	penA
DB01141	fksA
DB01142	HRH1
DB01142	HRH2
DB01142	SLC6A2
DB01142	SLC6A4
DB01142	HTR2A
DB01142	HTR2B
DB01142	HTR2C
DB01142	CHRM1
DB01142	CHRM2
DB01142	CHRM3
DB01142	CHRM4
DB01142	CHRM5
DB01142	ADRA1A
DB01142	ADRA1B
DB01142	ADRA1D
DB01142	HTR1A
